year,slug_game,country_3_letter_code_x,bronze_medals,gold_medals,silver_medals,total_medals,total_athletes,avg_age_athletes,medals_in_current_year,city,season,game_name,cumulative_medals,is_host
2016,rio-2016,EST,1,0,0,1,33,27.727272727272727,1,Brazil,Summer,Rio 2016,42.0,0
2020,tokyo-2020,EST,1,1,0,2,24,28.923076923076923,2,Japan,Summer,Tokyo 2020,43.0,0
2022,beijing-2022,EST,1,0,0,1,25,24.945454545454545,1,China,Winter,Beijing 2022,45.0,0
1960,rome-1960,ETH,0,1,0,1,8,29.428571428571427,1,Italy,Summer,Rome 1960,46.0,0
1964,tokyo-1964,ETH,0,1,0,1,10,26.833333333333332,1,Japan,Summer,Tokyo 1964,1.0,0
1968,mexico-city-1968,ETH,0,1,1,2,14,29.692307692307693,2,Mexico,Summer,Mexico City 1968,2.0,0
1972,munich-1972,ETH,2,0,0,2,15,28.75,2,Federal Republic of Germany,Summer,Munich 1972,4.0,0
1980,moscow-1980,ETH,2,2,0,4,22,27.0,4,USSR,Summer,Moscow 1980,6.0,0
1992,barcelona-1992,ETH,2,1,0,3,13,21.88888888888889,3,Spain,Summer,Barcelona 1992,10.0,0
1996,atlanta-1996,ETH,1,2,0,3,13,24.0,3,United States,Summer,Atlanta 1996,13.0,0
2000,sydney-2000,ETH,3,4,1,8,22,23.571428571428573,8,Australia,Summer,Sydney 2000,16.0,0
2004,athens-2004,ETH,2,2,3,7,20,23.904761904761905,7,Greece,Summer,Athens 2004,24.0,0
2008,beijing-2008,ETH,1,4,2,7,19,25.38095238095238,7,China,Summer,Beijing 2008,31.0,0
2012,london-2012,ETH,2,3,2,7,29,24.133333333333333,7,Great Britain,Summer,London 2012,38.0,0
2016,rio-2016,ETH,5,1,2,8,27,24.75,8,Brazil,Summer,Rio 2016,45.0,0
2020,tokyo-2020,ETH,2,1,1,4,25,22.24,4,Japan,Summer,Tokyo 2020,53.0,0
1992,albertville-1992,EUN,9,11,7,27,82,24.83478260869565,27,France,Winter,Albertville 1992,57.0,0
1992,albertville-1992,EUN,9,11,7,27,82,24.83478260869565,114,France,Winter,Albertville 1992,27.0,0
1992,barcelona-1992,EUN,30,46,38,114,239,24.94240837696335,27,Spain,Summer,Barcelona 1992,141.0,0
1992,barcelona-1992,EUN,30,46,38,114,239,24.94240837696335,114,Spain,Summer,Barcelona 1992,168.0,0
2016,rio-2016,FIJ,0,1,0,1,9,27.666666666666668,1,Brazil,Summer,Rio 2016,282.0,0
2020,tokyo-2020,FIJ,1,1,0,2,3,20.0,2,Japan,Summer,Tokyo 2020,1.0,0
1908,london-1908,FIN,3,1,1,5,35,23.19148936170213,5,Great Britain,Summer,London 1908,3.0,0
1912,stockholm-1912,FIN,9,9,8,26,60,29.231884057971016,26,Sweden,Summer,Stockholm 1912,5.0,0
1920,antwerp-1920,FIN,9,16,10,35,55,30.979166666666668,35,Belgium,Summer,Antwerp 1920,31.0,0
1924,chamonix-1924,FIN,3,4,5,12,12,29.5,12,France,Winter,Chamonix 1924,66.0,0
1924,chamonix-1924,FIN,3,4,5,12,12,29.5,37,France,Winter,Chamonix 1924,78.0,0
1924,paris-1924,FIN,10,14,13,37,106,29.728813559322035,12,France,Summer,Paris 1924,115.0,0
1924,paris-1924,FIN,10,14,13,37,106,29.728813559322035,37,France,Summer,Paris 1924,127.0,0
1928,amsterdam-1928,FIN,8,8,8,24,62,24.71604938271605,24,Netherlands,Summer,Amsterdam 1928,164.0,0
1928,amsterdam-1928,FIN,8,8,8,24,62,24.71604938271605,4,Netherlands,Summer,Amsterdam 1928,188.0,0
1928,st-moritz-1928,FIN,1,2,1,4,16,27.818181818181817,24,Switzerland,Winter,St. Moritz 1928,192.0,0
1928,st-moritz-1928,FIN,1,2,1,4,16,27.818181818181817,4,Switzerland,Winter,St. Moritz 1928,216.0,0
1932,lake-placid-1932,FIN,1,1,1,3,8,30.0,3,United States,Winter,Lake Placid 1932,220.0,0
1932,lake-placid-1932,FIN,1,1,1,3,8,30.0,25,United States,Winter,Lake Placid 1932,223.0,0
1932,los-angeles-1932,FIN,12,5,8,25,37,25.347826086956523,3,United States,Summer,Los Angeles 1932,248.0,0
1932,los-angeles-1932,FIN,12,5,8,25,37,25.347826086956523,25,United States,Summer,Los Angeles 1932,251.0,0
1936,berlin-1936,FIN,6,7,6,19,72,26.97029702970297,19,Germany,Summer,Berlin 1936,276.0,0
1936,berlin-1936,FIN,6,7,6,19,72,26.97029702970297,6,Germany,Summer,Berlin 1936,295.0,0
1936,garmisch-partenkirchen-1936,FIN,3,1,2,6,19,25.62962962962963,19,Germany,Winter,Garmisch-Partenkirchen 1936,301.0,0
1936,garmisch-partenkirchen-1936,FIN,3,1,2,6,19,25.62962962962963,6,Germany,Winter,Garmisch-Partenkirchen 1936,320.0,0
1948,london-1948,FIN,7,8,7,22,88,32.18348623853211,22,Great Britain,Summer,London 1948,326.0,0
1948,london-1948,FIN,7,8,7,22,88,32.18348623853211,6,Great Britain,Summer,London 1948,348.0,0
1948,st-moritz-1948,FIN,2,1,3,6,23,28.22222222222222,22,Switzerland,Winter,St. Moritz 1948,354.0,0
1948,st-moritz-1948,FIN,2,1,3,6,23,28.22222222222222,6,Switzerland,Winter,St. Moritz 1948,376.0,0
1952,helsinki-1952,FIN,13,5,3,21,123,28.309782608695652,21,Finland,Summer,Helsinki 1952,382.0,1
1952,helsinki-1952,FIN,13,5,3,21,123,28.309782608695652,9,Finland,Summer,Helsinki 1952,403.0,1
1952,oslo-1952,FIN,2,3,4,9,32,26.891304347826086,21,Norway,Winter,Oslo 1952,412.0,0
1952,oslo-1952,FIN,2,3,4,9,32,26.891304347826086,9,Norway,Winter,Oslo 1952,433.0,0
1956,cortina-d-ampezzo-1956,FIN,1,3,3,7,30,27.454545454545453,7,Italy,Winter,Cortina d'Ampezzo 1956,442.0,0
1956,cortina-d-ampezzo-1956,FIN,1,3,3,7,30,27.454545454545453,15,Italy,Winter,Cortina d'Ampezzo 1956,449.0,0
1956,melbourne-1956,FIN,11,3,1,15,44,27.257142857142856,7,"Australia, Sweden",Summer,Melbourne 1956,464.0,0
1956,melbourne-1956,FIN,11,3,1,15,44,27.257142857142856,15,"Australia, Sweden",Summer,Melbourne 1956,471.0,0
1960,rome-1960,FIN,4,1,1,6,69,27.059701492537314,6,Italy,Summer,Rome 1960,486.0,0
1960,rome-1960,FIN,4,1,1,6,69,27.059701492537314,8,Italy,Summer,Rome 1960,492.0,0
1960,squaw-valley-1960,FIN,3,2,3,8,31,28.17142857142857,6,United States,Winter,Squaw Valley 1960,500.0,0
1960,squaw-valley-1960,FIN,3,2,3,8,31,28.17142857142857,8,United States,Winter,Squaw Valley 1960,506.0,0
1964,innsbruck-1964,FIN,3,3,4,10,35,25.8125,10,Austria,Winter,Innsbruck 1964,514.0,0
1964,innsbruck-1964,FIN,3,3,4,10,35,25.8125,5,Austria,Winter,Innsbruck 1964,524.0,0
1964,tokyo-1964,FIN,2,3,0,5,49,27.82608695652174,10,Japan,Summer,Tokyo 1964,529.0,0
1964,tokyo-1964,FIN,2,3,0,5,49,27.82608695652174,5,Japan,Summer,Tokyo 1964,539.0,0
1968,grenoble-1968,FIN,2,1,2,5,33,25.559322033898304,5,France,Winter,Grenoble 1968,544.0,0
1968,grenoble-1968,FIN,2,1,2,5,33,25.559322033898304,4,France,Winter,Grenoble 1968,549.0,0
1968,mexico-city-1968,FIN,1,1,2,4,49,26.45098039215686,5,Mexico,Summer,Mexico City 1968,553.0,0
1968,mexico-city-1968,FIN,1,1,2,4,49,26.45098039215686,4,Mexico,Summer,Mexico City 1968,558.0,0
1972,munich-1972,FIN,4,3,1,8,63,29.22222222222222,8,Federal Republic of Germany,Summer,Munich 1972,562.0,0
1972,munich-1972,FIN,4,3,1,8,63,29.22222222222222,5,Federal Republic of Germany,Summer,Munich 1972,570.0,0
1972,sapporo-1972,FIN,1,0,4,5,30,24.695652173913043,8,Japan,Winter,Sapporo 1972,575.0,0
1972,sapporo-1972,FIN,1,0,4,5,30,24.695652173913043,5,Japan,Winter,Sapporo 1972,583.0,0
1976,innsbruck-1976,FIN,1,2,4,7,27,26.83783783783784,7,Austria,Winter,Innsbruck 1976,588.0,0
1976,innsbruck-1976,FIN,1,2,4,7,27,26.83783783783784,6,Austria,Winter,Innsbruck 1976,595.0,0
1976,montreal-1976,FIN,0,4,2,6,52,27.142857142857142,7,Canada,Summer,Montreal 1976,601.0,0
1976,montreal-1976,FIN,0,4,2,6,52,27.142857142857142,6,Canada,Summer,Montreal 1976,608.0,0
1980,lake-placid-1980,FIN,3,1,5,9,32,25.025,9,United States,Winter,Lake Placid 1980,614.0,0
1980,lake-placid-1980,FIN,3,1,5,9,32,25.025,9,United States,Winter,Lake Placid 1980,623.0,0
1980,moscow-1980,FIN,5,3,1,9,73,27.088607594936708,9,USSR,Summer,Moscow 1980,632.0,0
1980,moscow-1980,FIN,5,3,1,9,73,27.088607594936708,9,USSR,Summer,Moscow 1980,641.0,0
1984,los-angeles-1984,FIN,6,4,2,12,72,27.285714285714285,12,United States,Summer,Los Angeles 1984,650.0,0
1984,los-angeles-1984,FIN,6,4,2,12,72,27.285714285714285,13,United States,Summer,Los Angeles 1984,662.0,0
1984,sarajevo-1984,FIN,6,4,3,13,25,26.153846153846153,12,Yugoslavia,Winter,Sarajevo 1984,675.0,0
1984,sarajevo-1984,FIN,6,4,3,13,25,26.153846153846153,13,Yugoslavia,Winter,Sarajevo 1984,687.0,0
1988,calgary-1988,FIN,2,4,1,7,30,26.61904761904762,7,Canada,Winter,Calgary 1988,700.0,0
1988,calgary-1988,FIN,2,4,1,7,30,26.61904761904762,4,Canada,Winter,Calgary 1988,707.0,0
1988,seoul-1988,FIN,2,1,1,4,61,28.239436619718308,7,Republic of Korea,Summer,Seoul 1988,711.0,0
1988,seoul-1988,FIN,2,1,1,4,61,28.239436619718308,4,Republic of Korea,Summer,Seoul 1988,718.0,0
1992,albertville-1992,FIN,3,3,1,7,40,25.015151515151516,7,France,Winter,Albertville 1992,722.0,0
1992,albertville-1992,FIN,3,3,1,7,40,25.015151515151516,5,France,Winter,Albertville 1992,729.0,0
1992,barcelona-1992,FIN,2,1,2,5,65,26.566265060240966,7,Spain,Summer,Barcelona 1992,734.0,0
1992,barcelona-1992,FIN,2,1,2,5,65,26.566265060240966,5,Spain,Summer,Barcelona 1992,741.0,0
1994,lillehammer-1994,FIN,5,0,1,6,37,25.815384615384616,6,Norway,Winter,Lillehammer 1994,746.0,0
1996,atlanta-1996,FIN,1,1,2,4,56,27.115942028985508,4,United States,Summer,Atlanta 1996,752.0,0
1998,nagano-1998,FIN,6,2,4,12,42,25.72222222222222,12,Japan,Winter,Nagano 1998,756.0,0
2000,sydney-2000,FIN,1,3,1,5,47,27.350877192982455,5,Australia,Summer,Sydney 2000,768.0,0
2002,salt-lake-city-2002,FIN,1,4,2,7,51,26.23404255319149,7,United States,Winter,Salt Lake City 2002,773.0,0
2004,athens-2004,FIN,0,0,2,2,35,27.65909090909091,2,Greece,Summer,Athens 2004,780.0,0
2006,turin-2006,FIN,4,0,6,10,43,26.863013698630137,10,Italy,Winter,Turin 2006,782.0,0
2008,beijing-2008,FIN,2,1,2,5,39,27.93877551020408,5,China,Summer,Beijing 2008,792.0,0
2010,vancouver-2010,FIN,4,0,1,5,48,27.107142857142858,5,Canada,Winter,Vancouver 2010,797.0,0
2012,london-2012,FIN,1,0,2,3,41,28.50980392156863,3,Great Britain,Summer,London 2012,802.0,0
2014,sochi-2014,FIN,1,2,4,7,56,26.483516483516482,7,Russian Federation,Winter,Sochi 2014,805.0,0
2016,rio-2016,FIN,1,0,0,1,38,28.204545454545453,1,Brazil,Summer,Rio 2016,812.0,0
2018,pyeongchang-2018,FIN,4,1,1,6,50,28.07777777777778,6,Republic of Korea,Winter,PyeongChang 2018,813.0,0
2020,tokyo-2020,FIN,2,0,0,2,27,28.77777777777778,2,Japan,Summer,Tokyo 2020,819.0,0
2022,beijing-2022,FIN,4,2,3,9,44,27.414634146341463,9,China,Winter,Beijing 2022,821.0,0
1896,athens-1896,FRA,2,5,4,11,14,22.333333333333332,11,Greece,Summer,Athens 1896,830.0,0
1900,paris-1900,FRA,37,28,38,103,450,29.91891891891892,103,France,Summer,Paris 1900,11.0,1
1904,st-louis-1904,FRA,0,0,1,1,1,,1,United States,Summer,St. Louis 1904,114.0,0
1908,london-1908,FRA,9,6,5,20,131,25.435897435897434,20,Great Britain,Summer,London 1908,115.0,0
1912,stockholm-1912,FRA,5,8,4,17,141,30.370967741935484,17,Sweden,Summer,Stockholm 1912,135.0,0
1920,antwerp-1920,FRA,16,10,19,45,146,28.34090909090909,45,Belgium,Summer,Antwerp 1920,152.0,0
1924,chamonix-1924,FRA,4,0,0,4,17,23.23076923076923,4,France,Winter,Chamonix 1924,197.0,1
1924,chamonix-1924,FRA,4,0,0,4,17,23.23076923076923,43,France,Winter,Chamonix 1924,201.0,1
1924,paris-1924,FRA,11,14,18,43,170,28.272,4,France,Summer,Paris 1924,244.0,1
1924,paris-1924,FRA,11,14,18,43,170,28.272,43,France,Summer,Paris 1924,248.0,1
1928,amsterdam-1928,FRA,5,6,10,21,105,28.140350877192983,21,Netherlands,Summer,Amsterdam 1928,291.0,0
1928,amsterdam-1928,FRA,5,6,10,21,105,28.140350877192983,2,Netherlands,Summer,Amsterdam 1928,312.0,0
1928,st-moritz-1928,FRA,0,2,0,2,18,26.833333333333332,21,Switzerland,Winter,St. Moritz 1928,314.0,0
1928,st-moritz-1928,FRA,0,2,0,2,18,26.833333333333332,2,Switzerland,Winter,St. Moritz 1928,335.0,0
1932,lake-placid-1932,FRA,0,2,0,2,5,,2,United States,Winter,Lake Placid 1932,337.0,0
1932,lake-placid-1932,FRA,0,2,0,2,5,,20,United States,Winter,Lake Placid 1932,339.0,0
1932,los-angeles-1932,FRA,4,11,5,20,46,27.257142857142856,2,United States,Summer,Los Angeles 1932,359.0,0
1932,los-angeles-1932,FRA,4,11,5,20,46,27.257142857142856,20,United States,Summer,Los Angeles 1932,361.0,0
1936,berlin-1936,FRA,7,7,5,19,90,27.36,19,Germany,Summer,Berlin 1936,381.0,0
1936,berlin-1936,FRA,7,7,5,19,90,27.36,1,Germany,Summer,Berlin 1936,400.0,0
1936,garmisch-partenkirchen-1936,FRA,1,0,0,1,8,24.0,19,Germany,Winter,Garmisch-Partenkirchen 1936,401.0,0
1936,garmisch-partenkirchen-1936,FRA,1,0,0,1,8,24.0,1,Germany,Winter,Garmisch-Partenkirchen 1936,420.0,0
1948,london-1948,FRA,16,10,6,32,125,28.7578125,32,Great Britain,Summer,London 1948,421.0,0
1948,london-1948,FRA,16,10,6,32,125,28.7578125,5,Great Britain,Summer,London 1948,453.0,0
1948,st-moritz-1948,FRA,2,2,1,5,24,24.484848484848484,32,Switzerland,Winter,St. Moritz 1948,458.0,0
1948,st-moritz-1948,FRA,2,2,1,5,24,24.484848484848484,5,Switzerland,Winter,St. Moritz 1948,490.0,0
1952,helsinki-1952,FRA,6,5,6,17,112,27.88235294117647,17,Finland,Summer,Helsinki 1952,495.0,0
1952,helsinki-1952,FRA,6,5,6,17,112,27.88235294117647,1,Finland,Summer,Helsinki 1952,512.0,0
1952,oslo-1952,FRA,1,0,0,1,20,25.72,17,Norway,Winter,Oslo 1952,513.0,0
1952,oslo-1952,FRA,1,0,0,1,20,25.72,1,Norway,Winter,Oslo 1952,530.0,0
1956,melbourne-1956,FRA,6,4,5,15,52,27.6,15,"Australia, Sweden",Summer,Melbourne 1956,531.0,0
1960,rome-1960,FRA,3,0,2,5,87,26.98876404494382,5,Italy,Summer,Rome 1960,546.0,0
1960,rome-1960,FRA,3,0,2,5,87,26.98876404494382,3,Italy,Summer,Rome 1960,551.0,0
1960,squaw-valley-1960,FRA,2,1,0,3,26,24.93548387096774,5,United States,Winter,Squaw Valley 1960,554.0,0
1960,squaw-valley-1960,FRA,2,1,0,3,26,24.93548387096774,3,United States,Winter,Squaw Valley 1960,559.0,0
1964,innsbruck-1964,FRA,0,3,4,7,24,22.444444444444443,7,Austria,Winter,Innsbruck 1964,562.0,0
1964,innsbruck-1964,FRA,0,3,4,7,24,22.444444444444443,16,Austria,Winter,Innsbruck 1964,569.0,0
1964,tokyo-1964,FRA,6,1,9,16,65,26.246376811594203,7,Japan,Summer,Tokyo 1964,585.0,0
1964,tokyo-1964,FRA,6,1,9,16,65,26.246376811594203,16,Japan,Summer,Tokyo 1964,592.0,0
1968,grenoble-1968,FRA,2,4,3,9,45,23.91176470588235,9,France,Winter,Grenoble 1968,608.0,1
1968,grenoble-1968,FRA,2,4,3,9,45,23.91176470588235,16,France,Winter,Grenoble 1968,617.0,1
1968,mexico-city-1968,FRA,5,8,3,16,87,25.153846153846153,9,Mexico,Summer,Mexico City 1968,633.0,0
1968,mexico-city-1968,FRA,5,8,3,16,87,25.153846153846153,16,Mexico,Summer,Mexico City 1968,642.0,0
1972,munich-1972,FRA,8,2,5,15,86,27.270588235294117,15,Federal Republic of Germany,Summer,Munich 1972,658.0,0
1972,munich-1972,FRA,8,2,5,15,86,27.270588235294117,3,Federal Republic of Germany,Summer,Munich 1972,673.0,0
1972,sapporo-1972,FRA,2,0,1,3,32,24.767441860465116,15,Japan,Winter,Sapporo 1972,676.0,0
1972,sapporo-1972,FRA,2,0,1,3,32,24.767441860465116,3,Japan,Winter,Sapporo 1972,691.0,0
1976,innsbruck-1976,FRA,1,0,0,1,28,24.225806451612904,1,Austria,Winter,Innsbruck 1976,694.0,0
1976,innsbruck-1976,FRA,1,0,0,1,28,24.225806451612904,9,Austria,Winter,Innsbruck 1976,695.0,0
1976,montreal-1976,FRA,4,2,3,9,87,27.091954022988507,1,Canada,Summer,Montreal 1976,704.0,0
1976,montreal-1976,FRA,4,2,3,9,87,27.091954022988507,9,Canada,Summer,Montreal 1976,705.0,0
1980,lake-placid-1980,FRA,1,0,0,1,22,23.433333333333334,1,United States,Winter,Lake Placid 1980,714.0,0
1980,lake-placid-1980,FRA,1,0,0,1,22,23.433333333333334,14,United States,Winter,Lake Placid 1980,715.0,0
1980,moscow-1980,FRA,3,6,5,14,57,24.491525423728813,1,USSR,Summer,Moscow 1980,729.0,0
1980,moscow-1980,FRA,3,6,5,14,57,24.491525423728813,14,USSR,Summer,Moscow 1980,730.0,0
1984,los-angeles-1984,FRA,18,5,8,31,123,24.99230769230769,31,United States,Summer,Los Angeles 1984,744.0,0
1984,los-angeles-1984,FRA,18,5,8,31,123,24.99230769230769,3,United States,Summer,Los Angeles 1984,775.0,0
1984,sarajevo-1984,FRA,2,0,1,3,27,24.804878048780488,31,Yugoslavia,Winter,Sarajevo 1984,778.0,0
1984,sarajevo-1984,FRA,2,0,1,3,27,24.804878048780488,3,Yugoslavia,Winter,Sarajevo 1984,809.0,0
1988,calgary-1988,FRA,1,1,0,2,45,25.364864864864863,2,Canada,Winter,Calgary 1988,812.0,0
1988,calgary-1988,FRA,1,1,0,2,45,25.364864864864863,19,Canada,Winter,Calgary 1988,814.0,0
1988,seoul-1988,FRA,7,8,4,19,155,25.526315789473685,2,Republic of Korea,Summer,Seoul 1988,833.0,0
1988,seoul-1988,FRA,7,8,4,19,155,25.526315789473685,19,Republic of Korea,Summer,Seoul 1988,835.0,0
1992,albertville-1992,FRA,1,3,6,10,68,25.79591836734694,10,France,Winter,Albertville 1992,854.0,1
1992,albertville-1992,FRA,1,3,6,10,68,25.79591836734694,32,France,Winter,Albertville 1992,864.0,1
1992,barcelona-1992,FRA,18,9,5,32,172,26.789473684210527,10,Spain,Summer,Barcelona 1992,896.0,0
1992,barcelona-1992,FRA,18,9,5,32,172,26.789473684210527,32,Spain,Summer,Barcelona 1992,906.0,0
1994,lillehammer-1994,FRA,4,0,1,5,63,24.84090909090909,5,Norway,Winter,Lillehammer 1994,938.0,0
1996,atlanta-1996,FRA,18,16,7,41,157,27.397727272727273,41,United States,Summer,Atlanta 1996,943.0,0
1998,nagano-1998,FRA,6,2,1,9,68,26.01,9,Japan,Winter,Nagano 1998,984.0,0
2000,sydney-2000,FRA,14,14,14,42,169,27.433155080213904,42,Australia,Summer,Sydney 2000,993.0,0
2002,salt-lake-city-2002,FRA,2,5,5,12,73,26.256637168141594,12,United States,Winter,Salt Lake City 2002,1035.0,0
2004,athens-2004,FRA,14,12,10,36,162,27.39572192513369,36,Greece,Summer,Athens 2004,1047.0,0
2006,turin-2006,FRA,4,3,2,9,70,27.008130081300813,9,Italy,Winter,Turin 2006,1083.0,0
2008,beijing-2008,FRA,22,7,16,45,179,27.70334928229665,45,China,Summer,Beijing 2008,1092.0,0
2010,vancouver-2010,FRA,6,2,3,11,91,26.753424657534246,11,Canada,Winter,Vancouver 2010,1137.0,0
2012,london-2012,FRA,14,11,13,38,175,27.482233502538072,38,Great Britain,Summer,London 2012,1148.0,0
2014,sochi-2014,FRA,7,4,4,15,92,26.410958904109588,15,Russian Federation,Winter,Sochi 2014,1186.0,0
2016,rio-2016,FRA,16,11,18,45,182,28.035175879396984,45,Brazil,Summer,Rio 2016,1201.0,0
2018,pyeongchang-2018,FRA,7,5,5,17,89,27.57718120805369,17,Republic of Korea,Winter,PyeongChang 2018,1246.0,0
2020,tokyo-2020,FRA,13,11,13,37,175,27.935135135135134,37,Japan,Summer,Tokyo 2020,1263.0,0
2022,beijing-2022,FRA,2,6,7,15,74,27.66412213740458,15,China,Winter,Beijing 2022,1300.0,0
1968,grenoble-1968,FRG,5,2,3,10,54,24.47826086956522,10,France,Winter,Grenoble 1968,1315.0,0
1968,grenoble-1968,FRG,5,2,3,10,54,24.47826086956522,28,France,Winter,Grenoble 1968,10.0,0
1968,mexico-city-1968,FRG,10,6,12,28,136,26.609375,10,Mexico,Summer,Mexico City 1968,38.0,0
1968,mexico-city-1968,FRG,10,6,12,28,136,26.609375,28,Mexico,Summer,Mexico City 1968,48.0,0
1972,munich-1972,FRG,18,13,12,43,149,27.33823529411765,43,Federal Republic of Germany,Summer,Munich 1972,76.0,1
1972,munich-1972,FRG,18,13,12,43,149,27.33823529411765,7,Federal Republic of Germany,Summer,Munich 1972,119.0,1
1972,sapporo-1972,FRG,1,4,2,7,43,24.28985507246377,43,Japan,Winter,Sapporo 1972,126.0,0
1972,sapporo-1972,FRG,1,4,2,7,43,24.28985507246377,7,Japan,Winter,Sapporo 1972,169.0,0
1976,innsbruck-1976,FRG,3,2,7,12,37,24.220338983050848,12,Austria,Winter,Innsbruck 1976,176.0,0
1976,innsbruck-1976,FRG,3,2,7,12,37,24.220338983050848,44,Austria,Winter,Innsbruck 1976,188.0,0
1976,montreal-1976,FRG,20,12,12,44,121,26.875,12,Canada,Summer,Montreal 1976,232.0,0
1976,montreal-1976,FRG,20,12,12,44,121,26.875,44,Canada,Summer,Montreal 1976,244.0,0
1980,lake-placid-1980,FRG,3,0,2,5,41,23.25,5,United States,Winter,Lake Placid 1980,288.0,0
1984,los-angeles-1984,FRG,25,17,20,62,178,24.408163265306122,62,United States,Summer,Los Angeles 1984,293.0,0
1984,los-angeles-1984,FRG,25,17,20,62,178,24.408163265306122,5,United States,Summer,Los Angeles 1984,355.0,0
1984,sarajevo-1984,FRG,1,3,1,5,50,24.048387096774192,62,Yugoslavia,Winter,Sarajevo 1984,360.0,0
1984,sarajevo-1984,FRG,1,3,1,5,50,24.048387096774192,5,Yugoslavia,Winter,Sarajevo 1984,422.0,0
1988,calgary-1988,FRG,3,2,4,9,53,24.773333333333333,9,Canada,Winter,Calgary 1988,427.0,0
1988,calgary-1988,FRG,3,2,4,9,53,24.773333333333333,41,Canada,Winter,Calgary 1988,436.0,0
1988,seoul-1988,FRG,16,11,14,41,168,25.043010752688172,9,Republic of Korea,Summer,Seoul 1988,477.0,0
1988,seoul-1988,FRG,16,11,14,41,168,25.043010752688172,41,Republic of Korea,Summer,Seoul 1988,486.0,0
2012,london-2012,GAB,0,0,1,1,4,26.25,1,Great Britain,Summer,London 2012,527.0,0
1896,athens-1896,GBR,2,2,3,7,11,30.4,7,Greece,Summer,Athens 1896,1.0,0
1900,paris-1900,GBR,10,17,8,35,55,28.571428571428573,35,France,Summer,Paris 1900,7.0,0
1904,st-louis-1904,GBR,0,1,1,2,6,26.75,2,United States,Summer,St. Louis 1904,42.0,0
1908,london-1908,GBR,43,60,57,160,342,31.434782608695652,160,Great Britain,Summer,London 1908,44.0,1
1912,stockholm-1912,GBR,17,11,16,44,156,32.578034682080926,44,Sweden,Summer,Stockholm 1912,204.0,0
1920,antwerp-1920,GBR,14,17,17,48,91,30.406779661016948,48,Belgium,Summer,Antwerp 1920,248.0,0
1924,chamonix-1924,GBR,2,1,1,4,13,24.0,4,France,Winter,Chamonix 1924,296.0,0
1924,chamonix-1924,GBR,2,1,1,4,13,24.0,36,France,Winter,Chamonix 1924,300.0,0
1924,paris-1924,GBR,13,9,14,36,156,28.025,4,France,Summer,Paris 1924,336.0,0
1924,paris-1924,GBR,13,9,14,36,156,28.025,36,France,Summer,Paris 1924,340.0,0
1928,amsterdam-1928,GBR,7,3,12,22,79,26.716666666666665,22,Netherlands,Summer,Amsterdam 1928,376.0,0
1928,amsterdam-1928,GBR,7,3,12,22,79,26.716666666666665,1,Netherlands,Summer,Amsterdam 1928,398.0,0
1928,st-moritz-1928,GBR,1,0,0,1,9,24.5,22,Switzerland,Winter,St. Moritz 1928,399.0,0
1928,st-moritz-1928,GBR,1,0,0,1,9,24.5,1,Switzerland,Winter,St. Moritz 1928,421.0,0
1932,los-angeles-1932,GBR,5,5,9,19,36,24.515151515151516,19,United States,Summer,Los Angeles 1932,422.0,0
1936,berlin-1936,GBR,2,5,7,14,74,25.015873015873016,14,Germany,Summer,Berlin 1936,441.0,0
1936,berlin-1936,GBR,2,5,7,14,74,25.015873015873016,3,Germany,Summer,Berlin 1936,455.0,0
1936,garmisch-partenkirchen-1936,GBR,1,1,1,3,18,24.25,14,Germany,Winter,Garmisch-Partenkirchen 1936,458.0,0
1936,garmisch-partenkirchen-1936,GBR,1,1,1,3,18,24.25,3,Germany,Winter,Garmisch-Partenkirchen 1936,472.0,0
1948,london-1948,GBR,6,6,15,27,134,28.876190476190477,27,Great Britain,Summer,London 1948,475.0,1
1948,london-1948,GBR,6,6,15,27,134,28.876190476190477,2,Great Britain,Summer,London 1948,502.0,1
1948,st-moritz-1948,GBR,2,0,0,2,27,26.204545454545453,27,Switzerland,Winter,St. Moritz 1948,504.0,0
1948,st-moritz-1948,GBR,2,0,0,2,27,26.204545454545453,2,Switzerland,Winter,St. Moritz 1948,531.0,0
1952,helsinki-1952,GBR,8,1,2,11,114,26.22905027932961,11,Finland,Summer,Helsinki 1952,533.0,0
1952,helsinki-1952,GBR,8,1,2,11,114,26.22905027932961,1,Finland,Summer,Helsinki 1952,544.0,0
1952,oslo-1952,GBR,0,1,0,1,14,23.34375,11,Norway,Winter,Oslo 1952,545.0,0
1952,oslo-1952,GBR,0,1,0,1,14,23.34375,1,Norway,Winter,Oslo 1952,556.0,0
1956,melbourne-1956,GBR,10,5,7,22,86,26.982456140350877,22,"Australia, Sweden",Summer,Melbourne 1956,557.0,0
1960,rome-1960,GBR,12,2,6,20,107,25.336363636363636,20,Italy,Summer,Rome 1960,579.0,0
1964,innsbruck-1964,GBR,0,2,0,2,28,24.390243902439025,2,Austria,Winter,Innsbruck 1964,599.0,0
1964,innsbruck-1964,GBR,0,2,0,2,28,24.390243902439025,19,Austria,Winter,Innsbruck 1964,601.0,0
1964,tokyo-1964,GBR,2,4,13,19,106,25.830188679245282,2,Japan,Summer,Tokyo 1964,620.0,0
